unit_code,School_Name,Lea_Name,County,Year,Index Rate,Violent Rate,Property Rate,Murder Rate,Rape Rate,Robbery Rate,Assault Rate,Burglary Rate,Larceny Rate,MVT Rate,Arson Rate
110388,Pisgah Elementary,Buncombe County Schools,Buncombe County,2015,"2,947.9",239.1,"2,708.9",4.4,20.4,71.0,143.3,648.6,"1,903.8",156.5,13.6
110422,Estes Elementary,Buncombe County Schools,Buncombe County,2015,"2,947.9",239.1,"2,708.9",4.4,20.4,71.0,143.3,648.6,"1,903.8",156.5,13.6
110436,West Buncombe Elementary,Buncombe County Schools,Buncombe County,2015,"2,947.9",239.1,"2,708.9",4.4,20.4,71.0,143.3,648.6,"1,903.8",156.5,13.6
110432,Weaverville Primary,Buncombe County Schools,Buncombe County,2015,"2,947.9",239.1,"2,708.9",4.4,20.4,71.0,143.3,648.6,"1,903.8",156.5,13.6
110444,Woodfin Elementary,Buncombe County Schools,Buncombe County,2015,"2,947.9",239.1,"2,708.9",4.4,20.4,71.0,143.3,648.6,"1,903.8",156.5,13.6
110450,Koontz Intermediate,Buncombe County Schools,Buncombe County,2015,"2,947.9",239.1,"2,708.9",4.4,20.4,71.0,143.3,648.6,"1,903.8",156.5,13.6
110451,Eblen Intermediate,Buncombe County Schools,Buncombe County,2015,"2,947.9",239.1,"2,708.9",4.4,20.4,71.0,143.3,648.6,"1,903.8",156.5,13.6
110500,Nesbitt Discovery Academy,Buncombe County Schools,Buncombe County,2015,"2,947.9",239.1,"2,708.9",4.4,20.4,71.0,143.3,648.6,"1,903.8",156.5,13.6
110LEA,,Buncombe County Schools,Buncombe County,2015,"2,947.9",239.1,"2,708.9",4.4,20.4,71.0,143.3,648.6,"1,903.8",156.5,13.6
110384,Oakley Elementary,Buncombe County Schools,Buncombe County,2015,"2,947.9",239.1,"2,708.9",4.4,20.4,71.0,143.3,648.6,"1,903.8",156.5,13.6
110428,Weaverville Elementary,Buncombe County Schools,Buncombe County,2015,"2,947.9",239.1,"2,708.9",4.4,20.4,71.0,143.3,648.6,"1,903.8",156.5,13.6
110382,North Windy Ridge Intermediate,Buncombe County Schools,Buncombe County,2015,"2,947.9",239.1,"2,708.9",4.4,20.4,71.0,143.3,648.6,"1,903.8",156.5,13.6
110412,Williams Elementary,Buncombe County Schools,Buncombe County,2015,"2,947.9",239.1,"2,708.9",4.4,20.4,71.0,143.3,648.6,"1,903.8",156.5,13.6
110380,North Buncombe High,Buncombe County Schools,Buncombe County,2015,"2,947.9",239.1,"2,708.9",4.4,20.4,71.0,143.3,648.6,"1,903.8",156.5,13.6
110381,North Buncombe Middle,Buncombe County Schools,Buncombe County,2015,"2,947.9",239.1,"2,708.9",4.4,20.4,71.0,143.3,648.6,"1,903.8",156.5,13.6
110303,Community High School,Buncombe County Schools,Buncombe County,2015,"2,947.9",239.1,"2,708.9",4.4,20.4,71.0,143.3,648.6,"1,903.8",156.5,13.6
110304,Reynolds High,Buncombe County Schools,Buncombe County,2015,"2,947.9",239.1,"2,708.9",4.4,20.4,71.0,143.3,648.6,"1,903.8",156.5,13.6
110306,Reynolds Middle,Buncombe County Schools,Buncombe County,2015,"2,947.9",239.1,"2,708.9",4.4,20.4,71.0,143.3,648.6,"1,903.8",156.5,13.6
110308,Barnardsville Elementary,Buncombe County Schools,Buncombe County,2015,"2,947.9",239.1,"2,708.9",4.4,20.4,71.0,143.3,648.6,"1,903.8",156.5,13.6
110318,Black Mountain Elementary,Buncombe County Schools,Buncombe County,2015,"2,947.9",239.1,"2,708.9",4.4,20.4,71.0,143.3,648.6,"1,903.8",156.5,13.6
110320,Black Mountain Primary,Buncombe County Schools,Buncombe County,2015,"2,947.9",239.1,"2,708.9",4.4,20.4,71.0,143.3,648.6,"1,903.8",156.5,13.6
110323,Middle College,Buncombe County Schools,Buncombe County,2015,"2,947.9",239.1,"2,708.9",4.4,20.4,71.0,143.3,648.6,"1,903.8",156.5,13.6
110324,Candler Elementary,Buncombe County Schools,Buncombe County,2015,"2,947.9",239.1,"2,708.9",4.4,20.4,71.0,143.3,648.6,"1,903.8",156.5,13.6
110326,Cane Creek Middle,Buncombe County Schools,Buncombe County,2015,"2,947.9",239.1,"2,708.9",4.4,20.4,71.0,143.3,648.6,"1,903.8",156.5,13.6
110332,Bell Elementary,Buncombe County Schools,Buncombe County,2015,"2,947.9",239.1,"2,708.9",4.4,20.4,71.0,143.3,648.6,"1,903.8",156.5,13.6
110336,Owen High,Buncombe County Schools,Buncombe County,2015,"2,947.9",239.1,"2,708.9",4.4,20.4,71.0,143.3,648.6,"1,903.8",156.5,13.6
110322,Early College,Buncombe County Schools,Buncombe County,2015,"2,947.9",239.1,"2,708.9",4.4,20.4,71.0,143.3,648.6,"1,903.8",156.5,13.6
110340,Erwin High,Buncombe County Schools,Buncombe County,2015,"2,947.9",239.1,"2,708.9",4.4,20.4,71.0,143.3,648.6,"1,903.8",156.5,13.6
110338,Owen Middle,Buncombe County Schools,Buncombe County,2015,"2,947.9",239.1,"2,708.9",4.4,20.4,71.0,143.3,648.6,"1,903.8",156.5,13.6
110376,Leicester Elementary,Buncombe County Schools,Buncombe County,2015,"2,947.9",239.1,"2,708.9",4.4,20.4,71.0,143.3,648.6,"1,903.8",156.5,13.6
110372,Johnston Elementary,Buncombe County Schools,Buncombe County,2015,"2,947.9",239.1,"2,708.9",4.4,20.4,71.0,143.3,648.6,"1,903.8",156.5,13.6
110370,Hominy Valley Elementary,Buncombe County Schools,Buncombe County,2015,"2,947.9",239.1,"2,708.9",4.4,20.4,71.0,143.3,648.6,"1,903.8",156.5,13.6
110366,Glen Arden Elementary,Buncombe County Schools,Buncombe County,2015,"2,947.9",239.1,"2,708.9",4.4,20.4,71.0,143.3,648.6,"1,903.8",156.5,13.6
110368,Haw Creek Elementary,Buncombe County Schools,Buncombe County,2015,"2,947.9",239.1,"2,708.9",4.4,20.4,71.0,143.3,648.6,"1,903.8",156.5,13.6
